id,paragraph,link
566,Оқои Муборак ҳамчунин аз иттиҳоми фасоди молии мабнӣ бар содироти гоз ба Исроил табраа шудааст.,https://www.bbc.com/tajik/news/2014/11/141129_ea_egypt_court_hosni_mobarak_trial
567,Оқои Муъаллим рӯзи ҷумъа дар мусоҳиба бо телевизиюни Лубнон гуфт танҳо роҳи муқобала бо Доъиш маҷбур кардани Туркия ба ташдиди кунтрули марзҳояш ва ҷилавгирӣ аз вуруди ҷангҷӯёни хориҷӣ ба Сурия аст.,https://www.bbc.com/tajik/news/2014/11/141129_ea_walid_almoualem_syria_isis
568,"Гудлок Ҷонотон, раиси ҷумҳурии Ниҷерия, дар вокуниш ба ҳамлае, ки бо аслиҳа ва бумб ба намозгузорон анҷом шуд, аз мардумаш хост, ки ""бо душмани муштарак"" муқобала кунанд.",https://www.bbc.com/tajik/news/2014/11/141129_ea_gooluck_reax_nigeria_attack
569,"Шушмо Суроҷ, вазири хориҷаи Ҳинд, гуфт, ки талошҳо барои ёфтани онҳо идома дорад, агарчи то кунун иртиботи мустақиме бо онҳо барқарор нашудааст.",https://www.bbc.com/tajik/news/2014/11/141128_rm_india_hostage_iraq_isis
570,"Дақоиқе баъд аз эъломи тасмими УПЕК (ОПЕК), қимати ҳар бушка нафти хоми Бренти дарёи Шимол, ки аз нафтихомҳои шохис дар бозори ҷаҳонии нафт ба шумор меравад, то 74 дулор коҳиш ёфт ва қимати ҳар бушка нафти хоми Вест Тегзос Интермедиат низ танҳо андаке беш аз 70 дулор шуд.",https://www.bbc.com/tajik/news/2014/11/141128_opec_166_meeting
571,"Бино ба иттилоъи Сафорати Тоҷикистон дар Русия, Имомуддин Сатторов, сафири Тоҷикистон, оқои Нағзибековро ба ҳайси консули ифтихорӣ ба Алексадр Ткачук, волии Краснодар муъаррифӣ кардааст. ",https://www.bbc.com/tajik/news/2014/11/141128_mm_rln_tajik_consulate
572,"Бино ба иттилоъи бахши Идораи назорат бар маводди мухаддири Русия дар вилояти Маскав, дар тобистони соли ҷорӣ кормандони ин ниҳод аз миёни маводи ғизоии тушбера, ки Имодов, шаҳрванди тоҷик, бо худрави “ВАЗ 99” ба шаҳри Маскав интиқол медод, 860 громм ҳеруинро кашф ва мусодира кардаанд. ",https://www.bbc.com/tajik/news/2014/11/141128_mm_rln_court_russia
573,"Ӯ аввалин раҳбари ғарбӣ аст, ки аз замони шурӯъи буҳрони эбуло аз як кишвари башиддат осебдида боздид мекунад.",https://www.bbc.com/tajik/news/2014/11/141128_rm_hollande_ebola
574,"Исмоили Шаҳомат, хабарнигори Би-би-сӣ дар Кобул мегӯяд ба дунболи инфиҷори шадид ҳаволии соъати ҳафту ними аср ба вақти Кобул садои тирандозӣ шуруъ шуд ва ҳануз идома дорад.",https://www.bbc.com/tajik/news/2014/11/141127_l16_kabul_blast
575,Аммо дар хиёбонҳои шаҳри Душанбе бо чунин афрод метавон ҳамарӯза рӯбарӯ шуд ва ба гуфтаи иддае аз бехонумонҳо шумори онҳо ҳудудан то 400 нафар будааст.,https://www.bbc.com/tajik/news/2014/11/141127_zkh_homeless_women_poverty
576,"Ғуломсахии Бағлон, волии Қундуз, мегӯяд, ки ин афрод асри рӯзи гузашта замоне ки аз Шерхон Бандар ба сӯйи шаҳри Қундуз меомаданд, дар минтақаи дуроҳии Дашти Арчӣ рабуда шуданд.",https://www.bbc.com/tajik/news/2014/11/141127_rm_shirkhan_bandar_in_ghondoz
577,"Ҳафтаномаи Тоҷикистон дар матлаби ""Заъфи ҳизбҳо"" ба пайдо шудани мушкилоту ихтилофот дар суфуфи аҳзоби сиёсӣ дар остонаи интихоботи порлумонӣ дар Тоҷикистон ишора кардааст.",https://www.bbc.com/tajik/news/2014/11/141127_mm_tajpress
578,"Як сухангӯйи сафорати Бритониё ба Би-би-сӣ гуфт: ""Як худрави сафорати Бритониё ҳадафи инфиҷор қарор гирифтааст ва чанд нафр захмӣ шудаанд.""",https://www.bbc.com/tajik/news/2014/11/141127_rm_kabul_explossion
579,"Женерол Бридлов, ки дар Киев, пойтахти Укройн, сухан мегуфт, таъкид кард, ки таъсисот ва таҷҳизоти низомии Русия, ки дар ҳоли ҳозир дар Криме мустақар мешаванд, метавонанд ""тақрибан тамомии дарёи Сиёҳ""-ро таҳтушшуъоъ қарор диҳанд.",https://www.bbc.com/tajik/news/2014/11/141127_rm_nato_blacksea_control
580,"Хабарнигори Би-би-сӣ дар Пекан, пойтахт мегӯяд, ки раванди муҳокима ончунон дар хафо анҷом шудааст, ки мақомоти қазоии Синкёнг ҳатто баргузории онро таъйид намекунанд.",https://www.bbc.com/tajik/news/2014/11/141126_l16_tohti_students_trial_china
581,"Дар тӯли шаби гузашта таҷаммуъ ва тазоҳуроти хиёбонӣ идома дошт, аммо нафароти горди миллӣ, ки барои тақвияти нерӯи мавҷуд ва барқарории назм ба Фергусун эъзом шуда буданд, тавонистанд монеъ аз такрори ҳаводиси хушунатомези шаби пеш аз он шаванд.",https://www.bbc.com/tajik/news/2014/11/141126_l16_ferguson
582,"Абдулхалили Раҳмонӣ, падари оқои Халилӣ, дар ин ягони марзбонӣ, ки дар марзи муштараки Тоҷикистону Афғонистон воқеъ аст, фаъъолият мекард.",https://www.bbc.com/tajik/news/2014/11/141126_zkh_border_bomnaf_afghan
583,"Милуш Земон, раиси ҷумҳури Чек, баъд аз зуҳри рӯзи гузашта вориди Душанбе шуд ва субҳи рӯзи 26 ноябр бо Эмомалӣ Раҳмон, ҳамтои тоҷикаш дар бораи густариши равобити миёни ду кишвар мулоқоте анҷом дод.",https://www.bbc.com/tajik/news/2014/11/141126_sq_czech_president
584,"Рустам Раҳматзода, раиси ин ширкат, ки рӯзи чаҳоршанбеи 26 ноябр дар иҷлоси порлумон суҳбат мекард, харидории нерӯи барқ аз нерӯгоҳҳои ""Сангтӯда-1"" ва ""Сангтӯда-2"" бо қимати бештар ва фурӯши он ба сокинон бо арзиши камтар ва пардохт нашудани ҳаққи истифода аз нерӯи барқ аз сӯи корхонаю муҷтамаъҳои кишоварзиро аз авомили афзоиши ин бедиҳиҳо хонд.",https://www.bbc.com/tajik/news/2014/11/141126_mm_parliament_energy
585,"Як шаб пештар дар пайи эъломи ҳукми як ҳайъати мунсифаи олӣ доир бар ин ки маъмури пулисе, ки Мойкл Броуни 18 -соларо дар моҳи август кушта буд, муҳокима нахоҳад шуд, нооромиҳое рӯй дод. ",https://www.bbc.com/tajik/news/2014/11/141126_rm_missouri_governor_nixon
586,"Гурӯҳи Дидабони ҳуқуқи башари Сурия, ки дар Бритониё мустақар аст, гуфт, ки ду инфиҷори паёпай дар ҳамла ба як ноҳияи санъатӣ боъиси бештарин куштаҳо дар Раққа шуд.",https://www.bbc.com/tajik/news/2014/11/141126_rm_syria_airstrike
587,"Ин корзор имсол дар ҳамаи кишварҳои ҷаҳон таҳти шиъори “Мард барои Зан” баргузор шуда ва баргузоркунандагони он бо ин шиъор мехоҳанд нисфи ҷамъияти ҷаҳонро барои кумак ба нисфи дигари ҷаҳон, яъне мардҳо ба занон даъват кунанд.",https://www.bbc.com/tajik/news/2014/11/141125_sq_rln_violence
588,"""Аз ҳамсояи худ шурӯъ кунед, аз гӯшаи хиёбон, пиёдаравҳои пурҷамъиятро норинҷӣ кунед, мадорисро, ҳатто ороишгоҳҳо ва пумпи бензинҳоро. Каровоти норинҷӣ бизанед ва рубони норинҷӣ бибандед. Бар рӯйи тоблуҳо ва деворҳо парчамҳои норинҷӣ бичаспонед ва агар метавонед 25 ноябр як роҳпаймоии норинҷӣ барпо кунед.""",https://www.bbc.com/tajik/news/2014/11/141125_rm_vilonce_against_women_orange
589,"Шокирҷон Ҳакимов, муъовини раҳбари ин ҳизб, ба Би-би-сӣ гуфт, ки пас аз эъломи тасмими ӯ ба ширкат дар интихоботи порлумонии соли оянда дар ҳавзаи интихоботии шаҳри Конибодоми вилояти Суғд чанд тан аз пайвандон ва тарафдоронаш барои “суҳбати дӯстона” ба ниҳоди амниятии маҳаллӣ даъват шудаанд.",https://www.bbc.com/tajik/news/2014/11/141125_mm_hakimov_election
591,"Тибқи иттилоъи торнамои ин ниҳод, ин корманди пулис раиси яке аз бахшҳои ин вазорат дар Тоҷикистон будааст. Кормандони интизомӣ ҳангоми боздошт аз манзили Анваршо Бекназаров миқдори зиёди аслиҳаро кашф ва мусодира кардаанд.",https://www.bbc.com/tajik/news/2014/11/141125_zkh_weapons_smuggling_police
592,"Борок Убомо, раиси ҷумҳурии Омрико, дар як суханронии кӯтоҳ дар Кохи Сафед хабари канорагирии оқои Ҳейглро таъйид кард, аммо гуфт, ки ӯ то интихоби ҷойнишинаш дар вазорати дифоъ ва таъйиди ӯ дар Сено дар симати вазири дифоъ мемонад.",https://www.bbc.com/tajik/news/2014/11/141125_rm_hagel_resignation
593,"Роберт Макколек, додситони иёлати Миссурӣ гуфтааст, ки тасмими ҳайъати мунсифаи вижа дар пайи баррасии дақиқи ҳама шавоҳид иттихоз шудааст.",https://www.bbc.com/tajik/news/2014/11/141125_rm_ferguson_tear_gas
594,То поёни муҳлати тоза Эрон моҳона 700 миллиюн дулор аз пулҳои масдудшудаи худ аз фурӯши нафтро дарёфт хоҳад кард.,https://www.bbc.com/tajik/news/2014/11/141124_l16_iran_nuclear_talks_extended
595,Тибқи гузориши пулис ин бумб рӯйи як дучарха ҷосозӣ шуда буд. Инфиҷор дар наздикии як корвони низомӣ рух дод.,https://www.bbc.com/tajik/news/2014/11/141124_l16_nato_kabul_bomb_attack
596,Ширкати Симантек мегӯяд ин ҳуфраи амниятӣ эҳтимолан тавассути як ниҳоди давлатӣ тарроҳӣ шуда ва барои шаш сол аҳдоферо дар саросари ҷаҳон ҳадаф қарор додааст.,https://www.bbc.com/tajik/news/2014/11/141124_l16_regin_malware
597,"Вакили хонаводаи писари кушташуда мегӯяд онҳо таҳқиқоти мувозӣ бо пулисро дар бораи ин моҷаро шурӯъ хоҳанд кард ва агар мушаххас шавад, ки ҳуқуқи ин кӯдак нақз шуда, аз пулис шикоят хоҳанд кард.",https://www.bbc.com/tajik/news/2014/11/141124_rm_shooting_usboy
598,"Кормандони Вазорати умури дохилаи Тоҷикистон мегӯянд, ки барои содир кардани як воқеъи қатл ду сокини ноҳияи Панҷакенти вилояти Суғдро боздошт кардаанд.",https://www.bbc.com/tajik/news/2014/11/141124_zkh_crime_murder_police
599,Дар ин бора масъулони Кумитаи омри Тоҷикистон ба расонаҳо хабар додаанд. Тибқи омори ин ниҳод мизони табодули коло миёни Тоҷикистон ва Урупо дар даҳ моҳи соли ҷорӣ 766 милиюн дулорро ташкил додааст.,https://www.bbc.com/tajik/news/2014/11/141124_sq_rln_euro_trade
600,Ширкати Симантек мегӯяд ин ҳафраи амниятӣ эҳтимолан тавассути як ниҳоди давлатӣ тарроҳӣ шуда ва барои шаш сол аҳдоферо дар саросари ҷаҳон ҳадаф қарор додааст.,https://www.bbc.com/tajik/news/2014/11/141124_rm_regin_tech_symantec
601,"Маҳмадсайид Убайдуллоев ин зарбулаҷалро дар ҷараёни 20-умин маҷлиси намояндагони шаҳри Душанбе, ки дар авохири ҳафтаи гузашта баргузор шудааст, таъин кардааст.",https://www.bbc.com/tajik/news/2014/11/141124_zkh_city_warning_time
602,"Аммо бо таваҷҷуҳ ба ин ки нишонае аз пешрафт дар ин гуфтугӯҳо дар Виени Утриш дида намешавад, Омрико мегӯяд, ки яке аз гузинаҳо тамдиди давраи музокирот аст.",https://www.bbc.com/tajik/news/2014/11/141124_rm_vienna_sunday
603,"Эмомалӣ Раҳмон дар паёми табрикӣ дар иртибот ба Рӯзи Парчами Миллӣ гуфт: “Парчам ҳамчун ифодакунанда ва баёнгари ҳастии давлати соҳибистиқлол, рамзи иттиҳоду сарҷамъии мардуми мамлакат ва илҳомбахши кору пайкори фарзандони содиқу вафодори Ватан ба хотири пойдору бегазанд нигоҳ доштани дастовардҳои истиқлолият ва таҳким бахшидани пояҳои давлатдории миллӣ мебошад.”",https://www.bbc.com/tajik/news/2014/11/141124_mm_national_flag_day
604,"Бино ба иттилоъи хабаргузории “Kuwait News”, рӯзи якшанбеи 23 ноябр, Сироҷиддин Аслов ва шайх Сабоҳ Холид ал-Ҳамад ал-Сабоҳ, вузарои хориҷаи Тоҷикистону Кувайт дар шаҳри Ал-Кувайт дар ин замина санади ҳуқуқиро имзо кардаанд. ",https://www.bbc.com/tajik/news/2014/11/141124_mm_rln_kuwait_visa
605,"Коршиносон пас аз мутолиъаи се барг аз Қуръони қадимӣ ба ин натиҷа расидаанд, ки торихи нигориши он ба қарни ҳафтуми мелодӣ ё сароғози ислом бармегардад. Қуръони ёдшуда аз 150 сол пеш дар хазонаи китобхонаи донишгоҳи Тубинген нигаҳдорӣ мешавад, аммо то кунун касе ба қидмат ва аҳамияти он пай набурда буд.",https://www.bbc.com/tajik/news/2014/11/141123_l16_book_quran_germany
606,Ин ду санад барои таъйини чаҳорчӯби ҳамкориҳои амниятии байни Афғонистон ва Омрико ва НОТУ дар 30 сентябр дар Кобул имзо шуда ва рӯзи 19 октябр барои тасвиб ба порлумони он кишвар фиристода шуд.,https://www.bbc.com/tajik/news/2014/11/141123_l16_bsa-afg-parliament
607,"Баҳори арабӣ, ки дар Тунис оғоз шуд ва ба сарнагунии ҳукумати Зайнулобидин бин Алӣ анҷомид, сабаби қиёми мардумӣ дар чанд кишвари минтақа шуд.",https://www.bbc.com/tajik/news/2014/11/141123_l16_tunisia-election
608,"Торнамои риёсати ҷумҳурии Тоҷикистон рӯзи шанбеи 22 ноябр хабар дод, ки дар ин мулоқот ҷонибҳо мавзӯъи густариши ҳамкориҳои ин кишвар бо САҲУ ва давлати Суисро баррасӣ кардаанд.",https://www.bbc.com/tajik/news/2014/11/141122_ea_swiss_tajikistan_ukraine
609,Дар ин бора рӯзи шанбеи 22 ноябр расонаҳои маҳаллӣ хабар доданд. Ин воқеъа шаби гузашта дар маҳаллаи Борбади шаҳри Кӯлоб рух дода ва пулис донишҷӯи севумро ба занни даст доштан дар қатли ду нафари дигар боздошт кардааст.,https://www.bbc.com/tajik/news/2014/11/141122_ea_students_murder_kulab
610,"Омрико мегӯяд дар музокироти ҳастаӣ бо Эрон ихтилофҳои ҷиддӣ ҳамчунон ба қуввати худ боқист, аммо Вошингтун башиддат дар талош аст, ки қабл аз зарбулаҷали рӯзи душанбе ин ихтилофотро бартараф кунад.",https://www.bbc.com/tajik/news/2014/11/141122_ea_iran_nuclear_talks
611," Ба гузориши хабаргузории расмии Эрон, ИРНО, оқои Наҷафӣ гуфтааст: ""Эрон барои ин ки собит кунад иддаъоҳои мундариҷ дар гузориши ноябри 2011 ожонс ҷаълӣ ва бепоя буда, ҳозир аст истисноан ва довталабона як бор дастрасии мудириятшуда ва сойти иддаъоӣ дар минтақаи Маривон бидиҳад.""",https://www.bbc.com/tajik/news/2014/11/141121_rm_iran_nuclear_marivan_iaea
612,"Шукурҷон Зуҳуров, ки рӯзи ҷумъаи 21 ноябр дар ҷараёни баррасии порлумонии раванди иҷрои “Истротежии муҳоҷирати кории тоҷикон ба хориҷа дар солҳои 2011-2015” суханронӣ мекард, гуфт, ки бар асоси мушоҳидоти солҳои ахир бештари ҷавонон дар манотиқи рустоӣ забони русиро тақрибан балад нестанд.",https://www.bbc.com/tajik/news/2014/11/141121_mm_parliament_migration
613,"Дар ин бора манобеъи ""Ориёнбонк"", аз умдатарин муассисоти молии Тоҷикистон, ки риёсати онро Ҳасани Асадуллозода, бародарзани бонуфузи раисҷумҳур, ба уҳда дорад, хабар додаанд.",https://www.bbc.com/tajik/news/2014/11/141121_sq_tethys_orionbonk
614,"Ин хабаргузорӣ ба нақл аз як узви ҳайъати музокиракунандаи Эрон бидуни зикри ном хабар дода, ки дар ин нишасти дусоъата ҳеҷ тарҳи тозае ироа нашуда ва қарор аст идомаи гуфтугӯҳо рӯзи ҷумъаи субҳ ба вақти маҳаллӣ дар Виен баргузор шавад.",https://www.bbc.com/tajik/news/2014/11/141121_rm_irantalks_kerry_nuc
615,"Торнамои Вазорати умури дохилаи Қирғизистон рӯзи ҷумъаи 21 ноябр хабар дод, ки Амрахон Эргашев, ки 40 сол дорад, дар хиёбони Армавири шаҳри Бишкек боздошт шудааст.",https://www.bbc.com/tajik/news/2014/11/141121_zkh_crime_group24_extremist
616,"Оқои Убомо дар як суханронии телевизиюнӣ хитоб ба муҳоҷирони ғайриқонунии ин кишвар гуфт: ""Аз соя берун биёед.""",https://www.bbc.com/tajik/news/2014/11/141121_rm_obama_immigration
617,"Ин ҳодиса ду ҳафта пеш дар вулусволии Рустоқи вилояти Тахор рух дод, аммо ҳоло падари ин духтари сесола ӯро барои мудово ва дармон ба Кобул, пойтахт оварда ва талош барои таҳаққуқи адолатро низ шуруъ кардааст.",https://www.bbc.com/tajik/news/2014/11/141120_l16_afghan_three_year_raped
618,Дувумин рӯзи музокироти ҳастаии Эрон ва Гурӯҳи 5+1 рӯзи чаҳоршҳанбе дар Виен анҷом шуд. Ду тараф бо тамдиди тавофуқи муқаддамотии Женев барои чаҳор моҳ то  рӯзи 24 ноябр  ба худ муҳлат додаанд ба як тавофуқи ҷомеъ бирасанд.,https://www.bbc.com/tajik/news/2014/11/141120_rm_hammond_extension_iran_nuc
619,"Вакили ин духтар ба номи Оиша ба Би-би-сӣ гуфтааст, ки ӯ пас аз бозгашт ба шаҳраш Мострихт таҳти боздошт қарор гирифт.",https://www.bbc.com/tajik/news/2014/11/141120_rm_dutchgirl_isis
620,Рабудашудагон омӯзгорони мактаби рустои Бобак дар вулусволии Қодиси ин вилоят ҳастанд.,https://www.bbc.com/tajik/news/2014/11/141120_rm_afghan_teacher_in_badghis_kidnaped
621,Пас аз он ки ин ҷабҳаи тӯфонзо минтақаи дарёчаҳои Грейт Лейкс дар шимоли Мишигонро дарнавардид боъиси бориши 1.5 метр барф дар ноҳияи Буфолу дар канори марзи Конодо шуд. Ҳамакнун бориши барфи бештаре дар ноҳия пешбинӣ мешавад.,https://www.bbc.com/tajik/news/2014/11/141120_rm_snowstorm
622,Як зан ва як навзоди исроилӣ дар ин ҳамла кушта шуда буданд.,https://www.bbc.com/tajik/news/2014/11/141119_l16_israel_east_jerusalem_palestinian
623,Тибқи иттилоъи торнамои Додситонии Федероли Русия ин ду табаъаи Тоҷикистон бо баҳонаи фурӯши сангҳои қиматӣ ду нафарро ба солуни худрав даъват карда ва бо истифода аз зӯр амволи онҳоро ба сирқат бурдаанд.,https://www.bbc.com/tajik/news/2014/11/141119_zkh_rln_robbery_russia_migration
624,"Дар ин бора манобеъи дафтари раёсати ҷумҳурии Тоҷикистон ба ASIA-Plus, хабаргузории мустақил иттилоъ додаанд.",https://www.bbc.com/tajik/news/2014/11/141119_sq_judje_corruption
625,"Мизони буҷети соли ояндаи Тоҷикистон 15,3 милёрд сомонӣ буда, ин рақам дар муқоиса ба буҷети соли ҷорӣ 1,4 милёрд сомонӣ бештар аст. ",https://www.bbc.com/tajik/news/2014/11/141119_mm_parliament_budget
626,"Кумитеи ҳуқуқи башар бо тасвиби тарҳе хостори таҳқиқ дар бораи он чи иддаъо мешавад ҷиноёт алайҳи башарият тавассути мақомҳои Пюнгёнг аст, шуд.",https://www.bbc.com/tajik/news/2014/11/141119_rm_iran_northkorea_hr
627,"Торнамои ин ниҳод, рӯзи сешанбеи 18 ноябр хабар додааст, ки аҷсоди ин ду сокин дар ҳумаи шаҳри Душанбе пойтахти Тоҷикистон кашф шудааст.",https://www.bbc.com/tajik/news/2014/11/141119_zkh_murder_crime_police
628,"Ёфтаҳои гузориши ""Шохиси ҷаҳонии террурисм"" нишон медиҳад, ки 10 ҳазор ҳамлаи терруристӣ дар соли 2013 анҷом шуда, ки нисбат ба соли қабл 44 дарсад бештар шудааст.",https://www.bbc.com/tajik/news/2014/11/141118_l16_global_terrorism_report_deaths
629,"Пулиси Исроил мегӯяд ду муҳоҷим ба ин каниса дар ғарби Байтулмуқаддасро куштааст. Гуфта шуда, ки ду нафар аз муҳоҷимон аз Байтулмуқаддаси Шарқӣ буданд.",https://www.bbc.com/tajik/news/2014/11/141118_l16_jerusalem_attack_israel_palestinian
630,"Мақомоти Эрон ва Омрико мегӯянд, ки даст ёфтан ба чунин тавофуқе мумкин , аммо мусталзими тасмимгириҳои душвор аст.",https://www.bbc.com/tajik/news/2014/11/141118_rm_vienna_iran_nuclear_talks
631,"Алексей Золотухин, намояндаи нерӯҳои падофанди ҳавоиву фазоии Русия рӯзи душанбе ба РИА Новости гуфтааст, ки озмоиш муваффақ анҷом шуд ва акнун зарфияти вижагиҳои кашф, пазириф ва тавоноии пардозиши додаҳо дар ин дидбонгоҳ бамаротиб афзоиш ёфтааст.",https://www.bbc.com/tajik/news/2014/11/141118_sq_okno
632,"Ҳашмат Истонакзай, сухангӯйи фармондеҳии пулиси Кобул, мегӯяд, ки ин ҳамлаи интиҳорӣ ҳаволии соъати 6:30-и бомдод ба вақти маҳаллӣ иттифоқ афтодааст.",https://www.bbc.com/tajik/news/2014/11/141118_kabul_morning_suicide_attack
633,"Тибқи иттилоъи торнамои ин ниҳод, ки рӯзи сешанбеи 18 ноябр пахш шуда ин сонеҳа рӯзи 17 ноябр дар ноҳияи Сарбанди вилояти Хатлон рух додааст.",https://www.bbc.com/tajik/news/2014/11/141118_zkh_rln_accident_runaway_driver
634,"Оқои Фағонӣ қаблан ба ҳайси сафири Эрон дар Афғонистон ифоъи вазифа карда, дар ҳафтаи гузашта вориди Душанбе шуда буд. ",https://www.bbc.com/tajik/news/2014/11/141118_mm_rln_rahman_ambassadors
635,"Вазири хориҷаи Омрико пеш аз сафари рӯзи душанбе ба хабарнигорон гуфт: ""Маълум аст, ки дар ҳоли вуруд ба марҳилае ҳассос дар музокироти марбут ба барномаи атумии Эрон ҳастем ва ман дар лаҳзаи муносиб ба Виен хоҳам рафт.""",https://www.bbc.com/tajik/news/2014/11/141118_rm_vienna_talks_kerry
636,Рушди холиси миллӣ дар севумин иқтисоди бузурги ҷаҳон тайи се моҳи дувуми соли ҷорӣ танҳо 1.6 буда дар ҳоле ки пешбинӣ мешавад 2.1 рушд дошта бошад.,https://www.bbc.com/tajik/news/2014/11/141117_rm_japan_recession_economy
637,"Аммо мардуми атроф ба ин саҳна бетаваҷҷуҳӣ нишон медиҳад ва ҳарчанд зан аз бархе аз мардҳо ва занон хоҳиши кумак мекунад, аммо атрофиён бо вуҷуди гиряи зан ба кумаки вай намешитобанд.",https://www.bbc.com/tajik/news/2014/11/141117_zkh_violence_women_media
638,"Бино ба иттилоъи дафтари матбуъоти раёсати ҷумҳурии Тоҷикистон, Эмомалӣ Раҳмон гуфтааст, то ҳол Тоҷикистон бо ин бонк дар бахшҳои иқтисод ва рушди сармоягузорӣ мувофиқатномаҳои мухталиферо имзо кардааст, ки ҳазинаи умумии онҳо болиғ ба 700 милюн дулор будааст.",https://www.bbc.com/tajik/news/2014/11/141117_mm_rln_rahman_ebrd
639,"Бино ба иттилоъи торнамои “mvd.tj”, ин ҳодиса шаби шанбеи 15 ноябр соъати 21-у 10 дақиқаи вақти маҳаллӣ дар нуқтаи мубодилаи асъор дар хиёбони Синои шаҳри Душанбе рух додааст.",https://www.bbc.com/tajik/news/2014/11/141117_mm_rln_crime
640,"Ин се кишвар ҳашт моҳ пеш дар эътироз ба сиёсатҳои давлати Қатар дар ҳимоят аз гурӯхи Ихвонулмуслимини Миср, диплумотҳои худро аз Дуҳа фаро хонданд.",https://www.bbc.com/tajik/news/2014/11/141117_rm_qatar_politics
641,"Торнамои Вазорати умури дохилаи Тоҷикистон, рӯзи душанбеи 17 ноябр зимни пахши хабар дар ин маврид навиштааст, ки ин воқеъ шоми рӯзи 16 ноябр рух додааст.",https://www.bbc.com/tajik/news/2014/11/141117_zkh_rln_poisoning_death
642,"Оқои Убомо рӯзи якшанбеи 16 ноябр зимни ибрози ҳамдардӣ бо аъзои хонаводаи оқои Косиг гуфт: “(Ӯро) касоне ки дунё бадурустӣ “Ғайриинсон” хитоб мекунад, он ҳам бо амале, ки бағоят аҳриманӣ аст, аз мо гирифтанд.”",https://www.bbc.com/tajik/news/2014/11/141117_rm_obama_kerry_confirm_death_kassig_isis
643,"Бино ба иттилоъи Муҳаммадато Султонов, сухангӯйи порлумон, ин санади ҳуқуқӣ дар кумитаҳои Маҷлиси намояндагон бо ширкати намояндагони вазорату идороти кишвар матраҳ шуда ва дар назар аст, рӯзи чоршанбеи 19 ноябр, Қонуни буҷети соли оянда дар иҷлоси порлумон баррасӣ ва тасвиб шавад.",https://www.bbc.com/tajik/news/2014/11/141117_mm_rln_parliament_budget
644,"Торнамои ин ниҳод, рӯзи душанбеи 17 ноябр менависад, ки Сайидалӣ Матқозиев дар ҳолати мастӣ даст ба қатли бародараш зада ва кормандони пулис ӯро дар ҷараёни амалиёти вижа боздошт кардаанд.",https://www.bbc.com/tajik/news/2014/11/141117_zkh_rln_murder_crime_brother
645,"Дуктур Солиё, ки ҳамсари як шаҳрванди табаъаи Омрикост ва дар он кишвар ҳаққи иқомат дорад, акнун дар бахши вижаи бемористоне дар иёлати Неброско таҳти назар аст.",https://www.bbc.com/tajik/news/2014/11/141116_l16_ebola-us-surgeon
646,"Беш аз дувист духтари мадрасаӣ дар оврели соли ҷорӣ тавассути ин пайкорҷӯён аз ин шаҳр, ки дар шимоли шарқи кишвар қарор дорад, рабуда шуданд.",https://www.bbc.com/tajik/news/2014/11/141116_l16_nigeria_bokoharam
647,"Дар ин видию як пайкорҷӯи ниқобдор канори як сари бурида истода, ки мегӯяд мутааллиқ ба оқои Косиг аст.",https://www.bbc.com/tajik/news/2014/11/141116_l16_isis_islamic_state_isis_syria_peter_kassig_hostage
648,"Ҳашмат Стоникзай, сухангӯи пулиси Кобул ба Би-би-сӣ гуфт, ки ин инфиҷор ҳаволии соъати даҳ ба вақти маҳаллӣ дар ҷодаи Доруламон иттифоқ афтодааст. Ӯ гуфт ки шиддати ин инфиҷор қавӣ буд ва дар натиҷаи он 3 ғайринизомӣ кушта ва 32 тани дигар захмӣ шуданд.",https://www.bbc.com/tajik/news/2014/11/141116_l16_kabul_darulaman_blast
649,"Гуфтугӯҳои ин иҷлоси дурӯза, ки сарони Омрико, Чин, Русия ва теъдоде дигар аз кишварҳои ҷаҳон дар он ширкат доранд, бар мавзӯъи рушди иқтисодии ҷаҳон мутамаркиз хоҳад буд.",https://www.bbc.com/tajik/news/2014/11/141115_ea_brisbane_group20_summit
650,"Ин ҳукм бар асоси парвандае содир шуда, ки иддае аз вукалои исроилӣ боз карда ва хоҳони мусодираи доманаҳои интернетии Эрон шуда буданд.",https://www.bbc.com/tajik/news/2014/11/141115_ea_icann_iran_domains_judge_rulling
651,"Пайкорҷӯёни Доъиш чандин моҳ аст, ки ин шаҳрро дар тасарруфи худ доранд.",https://www.bbc.com/tajik/news/2014/11/141115_iraq_biji_isis
652,"Бар асоси ин лоиҳа ба пулис ва бархе аз афсарони идораи муҳоҷират иҷоза дода мешавад, то поспурти афродеро, ки занни он меравад барои пайвастан ба пайкорҷӯёни гурӯҳи Давлати Исломӣ қасди хуруҷ аз Бритониёро доранд, тавқиф кунанд",https://www.bbc.com/tajik/news/2014/11/141114_rm_britian_bill_antiterrorist
653,Гузоришҳои таъйидношуда аз мусодираи маводди мунфаҷира аз ин афрод низ хабар дода ва гуфта мешавад ин маводд барои анҷоми инфиҷорҳо дар вилояти Суғд таҳия шуда буданд.,https://www.bbc.com/tajik/news/2014/11/141114_sq_islam_terrorism
